"birthyr","gender4","educ","pid3","CC24_401","presvote","TS_g2024"
1986,1,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1967,1,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1967,1,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1972,2,5,"Republican","I did not vote in the election this November.",NA,-99
1967,1,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1961,1,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1967,2,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1947,1,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1961,1,6,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1963,1,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1961,1,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1944,2,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1966,1,5,"Independent","I attempted to vote but did not or could not.",NA,-99
1944,2,6,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1991,1,6,"Democrat",NA,NA,-99
1981,2,4,"Democrat","I did not vote in the election this November.",NA,0
1980,1,6,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1972,1,4,"Independent","I definitely voted in the November 2024 General Election.","Harris",-99
1945,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1987,2,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1976,2,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1966,1,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
2000,2,2,"Independent","I definitely voted in the November 2024 General Election.","Kennedy",-99
1958,2,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1990,4,4,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1955,2,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1948,2,6,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1954,2,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1948,1,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1955,1,3,"Democrat",NA,NA,-99
1953,2,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1950,2,4,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1970,2,6,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1979,2,5,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1990,1,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1941,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1981,1,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1982,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1983,1,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1969,2,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1954,2,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1988,2,5,"Independent","I thought about voting this time – but didn't.",NA,-99
1993,2,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1957,2,3,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1961,2,5,"Independent",NA,NA,-99
1961,1,4,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1964,2,3,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1986,2,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1975,2,3,"Independent","I did not vote in the election this November.",NA,-99
1960,1,1,"Other","I definitely voted in the November 2024 General Election.","Trump",1
1982,1,5,"Other","I definitely voted in the November 2024 General Election.","Trump",1
2000,2,3,"Independent","I definitely voted in the November 2024 General Election.","Trump",-99
1961,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1950,1,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1965,1,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1977,1,1,"Independent",NA,NA,0
1963,1,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1962,1,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",0
2004,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1981,2,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1946,1,6,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1950,2,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1955,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1943,2,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1971,1,5,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1984,2,6,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1959,1,3,"Independent",NA,NA,-99
1976,1,5,"Democrat","I definitely voted in the November 2024 General Election.","Trump",1
1961,2,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1967,2,6,"Republican","I definitely voted in the November 2024 General Election.","Harris",1
1946,2,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1989,2,2,"Democrat",NA,NA,1
1985,2,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1959,1,5,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1977,1,5,"Other","I definitely voted in the November 2024 General Election.","Other",-99
1997,2,3,"Independent",NA,NA,-99
1957,2,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1977,2,4,"Not sure",NA,NA,-99
1953,2,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1961,2,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1961,2,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1985,1,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1950,2,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1960,1,6,"Republican","I definitely voted in the November 2024 General Election.","Trump",-99
1972,2,5,"Democrat","I did not vote in the election this November.",NA,-99
1950,2,3,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1952,2,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1983,2,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1967,1,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1958,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1979,1,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1965,1,5,"Republican","I definitely voted in the November 2024 General Election.","Stein",-99
1946,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1961,1,4,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1951,1,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1963,1,3,"Other","I definitely voted in the November 2024 General Election.","Other",1
1987,1,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1954,1,2,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1965,1,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1983,1,5,"Democrat","I definitely voted in the November 2024 General Election.","Other",1
1974,1,5,"Republican","I definitely voted in the November 2024 General Election.","Harris",1
1987,2,4,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1994,1,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1968,1,4,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1961,2,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1986,2,5,"Independent","I definitely voted in the November 2024 General Election.","Trump",-99
1947,2,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1977,2,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1978,2,3,"Independent","I definitely voted in the November 2024 General Election.","Oliver",1
1952,2,3,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1985,2,5,"Independent","I did not vote in the election this November.",NA,0
1957,2,5,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1958,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1985,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1960,2,4,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1959,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1958,2,6,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1936,2,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
